#----------------------------------------------------------------------------------------------------------------------------------------------------------
# Output file for vampire simulation
#   time       : 2025-01-31 11:15:40     process id : 1534603
#   hostname   : n-hpc-ca3
#   path       : /work/friweber/quantum-thermostat
#   version    : 7.0.0
#   githash    : ca21851c12817d8d42307a37775db8055ab732a7
#----------------------------------------------------------------------------------------------------------------------------------------------------------
0          	1          	1          	0          	0          	1          	
1e-12      	1          	0.984167   	0.177242   	-0.000524288	0.969083   	
2e-12      	1          	0.938657   	0.34468    	-0.0108751 	0.918064   	
3e-12      	1          	0.868171   	0.495731   	-0.0230102 	0.889775   	
4e-12      	1          	0.773094   	0.633655   	-0.0284054 	0.880894   	
5e-12      	1          	0.65558    	0.754673   	-0.0261413 	0.87406    	
6e-12      	1          	0.517327   	0.855445   	-0.0242157 	0.859658   	
7e-12      	1          	0.3614     	0.931912   	-0.0305037 	0.843343   	
8e-12      	1          	0.195767   	0.979816   	-0.0404384 	0.828205   	
9e-12      	1          	0.026903   	0.998497   	-0.0477461 	0.814813   	
1e-11      	1          	-0.143072  	0.988351   	-0.051887  	0.803536   	
1.1e-11    	1          	-0.310361  	0.949048   	-0.0546298 	0.791771   	
1.2e-11    	1          	-0.469663  	0.881066   	-0.0560269 	0.778628   	
1.3e-11    	1          	-0.613948  	0.787255   	-0.057426  	0.764739   	
1.4e-11    	1          	-0.740195  	0.669739   	-0.0596796 	0.749117   	
1.5e-11    	1          	-0.843675  	0.533564   	-0.0593476 	0.735458   	
1.6e-11    	1          	-0.921496  	0.383343   	-0.0623921 	0.723621   	
1.7e-11    	1          	-0.972372  	0.222003   	-0.072158  	0.712219   	
1.8e-11    	1          	-0.995431  	0.0544641  	-0.0784239 	0.702339   	
1.9e-11    	1          	-0.989794  	-0.118552  	-0.07908   	0.692417   	
2e-11      	1          	-0.953097  	-0.292165  	-0.0790309 	0.679884   	
2.1e-11    	1          	-0.888133  	-0.451812  	-0.0841728 	0.668328   	
2.2e-11    	1          	-0.799191  	-0.594193  	-0.0907067 	0.656663   	
2.3e-11    	1          	-0.690147  	-0.717698  	-0.0927754 	0.645539   	
2.4e-11    	1          	-0.55724   	-0.824841  	-0.0955016 	0.634661   	
2.5e-11    	1          	-0.403832  	-0.909219  	-0.101196  	0.623383   	
2.6e-11    	1          	-0.240325  	-0.964166  	-0.112372  	0.61359    	
2.7e-11    	1          	-0.0774582 	-0.989974  	-0.118116  	0.605972   	
2.8e-11    	1          	0.0901565  	-0.98889   	-0.118187  	0.598045   	
2.9e-11    	1          	0.257861   	-0.958678  	-0.120182  	0.587492   	
3e-11      	1          	0.419213   	-0.89848   	-0.13036   	0.578158   	
3.1e-11    	1          	0.565448   	-0.812763  	-0.140305  	0.566891   	
3.2e-11    	1          	0.695592   	-0.704061  	-0.143003  	0.555051   	
3.3e-11    	1          	0.805977   	-0.574507  	-0.142626  	0.546219   	
3.4e-11    	1          	0.892502   	-0.42665   	-0.146324  	0.53878    	
3.5e-11    	1          	0.951281   	-0.267125  	-0.15398   	0.531393   	
3.6e-11    	1          	0.982315   	-0.100767  	-0.157809  	0.522876   	
3.7e-11    	1          	0.984351   	0.0686913  	-0.162279  	0.514347   	
3.8e-11    	1          	0.957323   	0.234949   	-0.168321  	0.506359   	
3.9e-11    	1          	0.902213   	0.394477   	-0.174358  	0.496788   	
4e-11      	1          	0.822021   	0.541256   	-0.176986  	0.487468   	
4.1e-11    	1          	0.718733   	0.671599   	-0.179939  	0.479007   	
