#----------------------------------------------------------------------------------------------------------------------------------------------------------
# Output file for vampire simulation
#   time       : 2025-01-30 15:24:48     process id : 985776
#   hostname   : n-hpc-ca5
#   path       : /work/friweber/quantum-thermostat
#   version    : 7.0.0
#   githash    : ca21851c12817d8d42307a37775db8055ab732a7
#----------------------------------------------------------------------------------------------------------------------------------------------------------
0          	200        	0          	0          	1          	1          	
1e-14      	200        	-0.000455669	0.00124447 	0.999999   	0.997622   	
2e-14      	200        	-0.000587737	0.00168052 	0.999998   	0.996658   	
3e-14      	200        	-0.000291231	0.000894428	1          	0.996473   	
4e-14      	200        	0.000239215	-0.00111262	0.999999   	0.996379   	
5e-14      	200        	0.000656712	-0.00403039	0.999992   	0.996291   	
6e-14      	200        	0.000673204	-0.00739703	0.999972   	0.996205   	
7e-14      	200        	0.000155666	-0.0107101 	0.999943   	0.996163   	
8e-14      	200        	-0.000898897	-0.0135621 	0.999908   	0.996105   	
9e-14      	200        	-0.00214027	-0.0153782 	0.999879   	0.996163   	
1e-13      	200        	-0.00299261	-0.0161172 	0.999866   	0.996246   	
1.1e-13    	200        	-0.00268079	-0.0159258 	0.99987    	0.996329   	
1.2e-13    	200        	-0.00101813	-0.015371  	0.999881   	0.996282   	
1.3e-13    	200        	0.00184522 	-0.0148774 	0.999888   	0.996241   	
1.4e-13    	200        	0.00559008 	-0.0146832 	0.999877   	0.996155   	
1.5e-13    	200        	0.0096315  	-0.014616  	0.999847   	0.996051   	
1.6e-13    	200        	0.0134462  	-0.0144676 	0.999805   	0.995968   	
1.7e-13    	200        	0.016612   	-0.0141334 	0.999762   	0.995863   	
1.8e-13    	200        	0.0188613  	-0.0134808 	0.999731   	0.995772   	
1.9e-13    	200        	0.0200542  	-0.0128241 	0.999717   	0.995727   	
2e-13      	200        	0.0201064  	-0.0122847 	0.999722   	0.995698   	
2.1e-13    	200        	0.0191521  	-0.0118751 	0.999746   	0.995667   	
2.2e-13    	200        	0.0172781  	-0.0116824 	0.999782   	0.99563    	
2.3e-13    	200        	0.0145508  	-0.0116753 	0.999826   	0.995583   	
2.4e-13    	200        	0.0111334  	-0.0117404 	0.999869   	0.995571   	
2.5e-13    	200        	0.0075096  	-0.0116288 	0.999904   	0.995661   	
2.6e-13    	200        	0.00431407 	-0.0112694 	0.999927   	0.995686   	
2.7e-13    	200        	0.00200113 	-0.0107096 	0.999941   	0.995678   	
2.8e-13    	200        	0.000611486	-0.0100898 	0.999949   	0.995606   	
2.9e-13    	200        	0.000161305	-0.00946843	0.999955   	0.995619   	
3e-13      	200        	0.00039001 	-0.00896418	0.99996    	0.995591   	
3.1e-13    	200        	0.00124984 	-0.00880601	0.99996    	0.995607   	
3.2e-13    	200        	0.00248148 	-0.00904449	0.999956   	0.995523   	
3.3e-13    	200        	0.00351828 	-0.0096992 	0.999947   	0.995426   	
3.4e-13    	200        	0.00395412 	-0.0106322 	0.999936   	0.995434   	
3.5e-13    	200        	0.00362534 	-0.0116979 	0.999925   	0.995458   	
3.6e-13    	200        	0.00246638 	-0.0129037 	0.999914   	0.995378   	
3.7e-13    	200        	0.000581528	-0.0140975 	0.9999     	0.995185   	
3.8e-13    	200        	-0.00177571	-0.0151862 	0.999883   	0.994994   	
3.9e-13    	200        	-0.00451821	-0.0159762 	0.999862   	0.994908   	
4e-13      	200        	-0.00762515	-0.016009  	0.999843   	0.99495    	
4.1e-13    	200        	-0.0111302 	-0.0150266 	0.999825   	0.994987   	
4.2e-13    	200        	-0.0150232 	-0.0129107 	0.999804   	0.995031   	
4.3e-13    	200        	-0.0188974 	-0.010003  	0.999771   	0.99512    	
4.4e-13    	200        	-0.0225179 	-0.0067148 	0.999724   	0.995311   	
4.5e-13    	200        	-0.0255577 	-0.0034536 	0.999667   	0.995453   	
4.6e-13    	200        	-0.0278027 	-0.000597066	0.999613   	0.995495   	
4.7e-13    	200        	-0.02924   	0.00153908 	0.999571   	0.995374   	
4.8e-13    	200        	-0.0297474 	0.00269699 	0.999554   	0.995213   	
4.9e-13    	200        	-0.0292712 	0.00271321 	0.999568   	0.994961   	
5e-13      	200        	-0.0279295 	0.00159444 	0.999609   	0.994707   	
5.1e-13    	200        	-0.0259095 	-0.000371237	0.999664   	0.994493   	
5.2e-13    	200        	-0.0237031 	-0.0029736 	0.999715   	0.994434   	
5.3e-13    	200        	-0.021697  	-0.00586413	0.999747   	0.994484   	
5.4e-13    	200        	-0.0203037 	-0.00861926	0.999757   	0.994501   	
5.5e-13    	200        	-0.0197707 	-0.0108688 	0.999745   	0.994473   	
5.6e-13    	200        	-0.0200869 	-0.0124519 	0.999721   	0.994432   	
5.7e-13    	200        	-0.0210518 	-0.0132872 	0.99969    	0.994492   	
5.8e-13    	200        	-0.0224493 	-0.0135674 	0.999656   	0.994597   	
5.9e-13    	200        	-0.0241715 	-0.0135191 	0.999616   	0.994723   	
